link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/asu-gsv-report-teachers-a_b_7018256.html,ASU + GSV Report: Teachers and Tech Tools,EDUCATION,"Administrators need to ensure the product is economically feasible, teachers need to believe it promotes desired outcomes (increasingly aligned to Common Core and other standards), and students need to engage and not feel as if the technology is being forced upon them.","Brad Spirrison, ContributorManaging Editor of Participate Learning and Chicago-based writer",2015-04-09
https://www.huffingtonpost.com/entry/success-academy-works-for_b_7024986.html,Success Academy Works for My Kid,EDUCATION,No doubt there are parents who feel that Success' approach to teaching and learning is not a good match for their child. No one should press these parents to send their children to such a school -- nor should they be forced to praise teaching methods with which they disagree.,"TNTP, ContributorReimagine teaching",2015-04-08
https://www.huffingtonpost.com/entry/grade-span-tests-are-not_b_7016768.html,Grade-Span Tests Are Not the Answer,EDUCATION,"Congress can ensure a better future for our kids by reauthorizing the Elementary and Secondary Education Act with language that empowers schools to limit redundant benchmarking assessments, maintains annual standardized tests for third through eighth grade, and changes the stakes to offer more support to teachers serving students with the greatest needs.","Teach Plus, ContributorTeacher Leadership Organization",2015-04-07
https://www.huffingtonpost.com/entry/academic-success-gets-boo_b_7016894.html,Student Academic Success Gets Boost From Fitness and Nutrition,EDUCATION,"As Mrs. Obama asserted, ""if we all keep pushing forward, day after day, year after year, we will finally be able to give our kids the healthy futures they so richly deserve.""","Brian G. Osborne, Ed.D., ContributorSuperintendent of Schools, City School District of New Rochelle",2015-04-07
https://www.huffingtonpost.com/entry/race-to-the-top-a-metaphor-reconsidered_b_7004336.html,Race to the Top: A Metaphor Reconsidered,EDUCATION,Note to presidential candidates: Come up with a more appropriate metaphor for the next federal educational initiative. The current one is ridiculous at best. Just what were the planners and handlers thinking when they came up with the name for the largest national education initiative in history?,"Arnold Dodge, ContributorChairperson of the Department of Educational Leadership and Ad...",2015-04-06
https://www.huffingtonpost.com/entry/can-online-fundraisers-sa_b_6985550.html,Can Online Fundraisers Save Struggling Schools?,EDUCATION,A couple of recent stories highlight schools turning to online fundraising to provide students with everything from basic classroom supplies to long-distance field trips.,"Emily Richmond, ContributorPublic Editor, Education Writers Association",2015-04-02
https://www.huffingtonpost.com/entry/do-you-know-how-complex-field-museum_b_6986712.html,Adventures of a Creationist at the Field Museum,EDUCATION,"A homeschooling mom's video recently went viral and offers insight into the minds of people outraged at the idea of science museums. An audit implies a power relationship, and Fox had come to the Field Museum on a mission to put those scientists in their place.","Steven Newton, ContributorSteven Newtonn teaches geology at College of Marin in Kentfiel...",2015-04-02
https://www.huffingtonpost.com/entry/move-over-memorization_b_6988316.html,Move Over Memorization,EDUCATION,"We have to ask ourselves, now that answers to myriads of questions are a google search away, why would we measure student knowledge by an ability to regurgitate facts through multiple choice tests?","Lydia Dobyns, ContributorPresident and CEO, New Tech Network",2015-04-02
https://www.huffingtonpost.com/entry/cheating-all-around_b_6988810.html,Cheating All Around,EDUCATION,"If this system of widespread and coordinated cheating has a positive outcome, it is to cast a bright light on the desperation of people trying to survive a system that punishes rather than supports struggling.","Susan D. Blum, ContributorProfessor and former chair, Department of Anthropology, Notre ...",2015-04-02
https://www.huffingtonpost.com/entry/another-school-vacation-h_b_6977892.html,Another School Vacation? How Parents Can Prevent the Spring Slide,EDUCATION,"Spring is here, which means warm weather, antsy children, and another school vacation. When the fun and relaxing times end, returning to school can be quite overwhelming.","Lindsay Abbott, Contributor A Board Certified Behavior Analyst who is licensed in the sta...",2015-04-01
https://www.huffingtonpost.com/entry/schools-enact-positive-ch_b_6964602.html,Schools ENACT Positive Change With Drama Therapy,EDUCATION,"Trained extensively in the ENACT method, actors create a ""safe container"" for students, many of whom are recruited for the program because of behavioral or truancy issues that are threatening to derail their academic careers.","Isa Freeling, ContributorArt, Film,Theater, Culture Writer and Adviser",2015-03-31
https://www.huffingtonpost.com/entry/can-students-wear-america_b_6971952.html,Can Students Wear American Flag Clothing to School?,EDUCATION,School officials banned the wearing of the American-flag clothing on only one day of the school year. What day was that? Cinco de Mayo -- a day to celebrate Mexican heritage. School officials did not ban American-flag clothing on any other school day -- just one.,"Clay Calvert, ContributorProfessor and Brechner Eminent Scholar in Mass Communication, ...",2015-03-31
https://www.huffingtonpost.com/entry/the-pdp-farce-wink-wink-n_b_6971736.html,"The PDP Farce -- Wink, Wink, Nod, Nod",EDUCATION,PDPs - Professional Development Plans (usually referred to as Professional Development Points by teachers) - are the primary means of giving teachers needed training during their careers.,"D. A. Russell, ContributorAuthor, Vietnam veteran and math teacher, Dartmouth College",2015-03-31
https://www.huffingtonpost.com/entry/what-does-wheres-waldo-ha_b_6932708.html,"What Does ""Where's Waldo"" Have in Common With the Nation's Main Education Law?",EDUCATION,"When my children were much younger, I loved playing ""Where's Waldo"" with them, trying to find the character in the distinctive hat amidst a confusing mass of other figures. They have grown, and now I play ""Where's ESEA?""","Bob Wise, ContributorPresident of the Alliance for Excellent Education and former g...",2015-03-30
https://www.huffingtonpost.com/entry/the-barriers-to-technolog_b_6961708.html,The Barriers to Technology in Education,EDUCATION,"For technology within the classroom to be effective, there must be noticeable benefits resulting from it and concerted studies are required to quantify the effects of technology on education.","Suren Ramasubbu, ContributorCo-founder & CEO, Mobicip.com",2015-03-30
https://www.huffingtonpost.com/entry/colleges-of-the-future-must-go-back_b_6964538.html,Colleges of the Future Must Go Back to the Future,EDUCATION,"Higher education must educate young people for jobs that do not yet exist, to solve problems that have yet to be identified. Upon graduation, they must be fully capable of adapting to change and reinventing themselves throughout their professional careers.","Robert E. Johnson, ContributorPresident, Becker College",2015-03-30
https://www.huffingtonpost.com/entry/if-the-money-belongs-to-the-student_b_6962716.html,If the Money Belongs to the Student...,EDUCATION,"I've resisted this notion for a long time. The money, I liked to say, belongs to the taxpayers, who have used it to create a school system that serves the entire community by filling that community with well-educated adults. But hey-- maybe I've been wrong.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2015-03-29
https://www.huffingtonpost.com/entry/dear-educators-your-voice_b_6965370.html,Dear Educators: Your Voice Matters,EDUCATION,"We've had enough of the lies -- being told that our students can't do the work, aren't proficient, and don't have what it takes to succeed in public schools.","M. Shannon Hernandez, ContributorFounder of The Writing Whisperer, Author & Speaker, and World ...",2015-03-29
https://www.huffingtonpost.com/entry/the-indignant-and-audacio_b_6933274.html,The Indignant and Audacious Teacher,EDUCATION,"Jill O'Malley, known to her readers as The Indignant Teacher, was a dedicated professional and mother of three from Boston. She shared many of the traits of the ten finalists for the Global Teacher Prize, an initiative intended to identify and celebrate what is working in education.","Christine Nasserghodsi, ContributorDirector of Innovation, GEMS Education",2015-03-26
https://www.huffingtonpost.com/entry/teaching-students-happiness_b_6925460.html,Teaching Students Happiness and Innovation,EDUCATION,"As educators and parents, we know that our kids will create the future. What skills should they be learning at school and at home to help them along the way? Ferry offers new ways of thinking about parenting and education and the values our children need to attain.","M. Shannon Hernandez, ContributorFounder of The Writing Whisperer, Author & Speaker, and World ...",2015-03-24
https://www.huffingtonpost.com/entry/8-ways-blended-learning-c_b_6889808.html,8 Ways Blended Learning Changes the Game,EDUCATION,"Despite having been raised by two teachers and working for an ed tech company, I knew that sending my oldest off to kindergarten this year would be an education for me.","Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-03-24
https://www.huffingtonpost.com/entry/have-you-any-decency-what-every-american-needs-to-know-about-high-stakes-testing-and-the-latest-threat-to-civil-liberties_b_6875040.html,Have You Any Decency? What Every American Needs to Know About High Stakes Testing and the Latest Threat to Civil Liberties,EDUCATION,"While supporters of the corporate education reform agenda are denigrating parents, belittling students and targeting organize labor, one wonders who is keeping an eye out for protecting civil liberties and preserving American democracy.","Yohuru Williams, ContributorHistorian, professor, education activist and author of Teachin...",2015-03-23
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_6920356.html,The Global Search for Education: Ideas Ideas Ideas Ideas!,EDUCATION,,"C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-03-23
https://www.huffingtonpost.com/entry/why-critical-thinking-will-never-be-on-the-test_b_6919576.html,Why Critical Thinking Will Never Be on the Test,EDUCATION,"Critical thinking is NOT starting with the conclusion that you want to reach and then constructing a bridge of arguments specifically designed to get you there, and yet this is perilously close to the kind of thinking a standardized test requires.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2015-03-22
https://www.huffingtonpost.com/entry/suggestions-to-highschool_b_6905554.html,Suggestions to High-School Students for Reading Shakespeare  --  Part 3,EDUCATION,"The initial strangeness you may encounter in reading Shakespeare is simply the play's way of telling you that you've entered another world, which is, after all, why you're reading his play in the first place.","Frank Breslin, ContributorRetired high-school teacher",2015-03-20
https://www.huffingtonpost.com/entry/graduation-rates-are-risi_b_6909370.html,"Graduation Rates Are Rising, but Too Many Students Are Still Falling Behind",EDUCATION,"Even with these improvements, one in five students is still not graduating on time, and the graduation rate remains 13.4 percentage points lower for black and Hispanic students than for white students.","Stacey D. Stewart, ContributorU.S. President, United Way Worldwide",2015-03-20
https://www.huffingtonpost.com/entry/is-your-childs-creativity_b_6878112.html,Is Your Child's Creativity Going Unnoticed?,EDUCATION,"Intelligence is of course an important part of the equation but what of creativity, of identifying and measuring divergent thinking, and fostering its development?","Mark HT Ridinger, MD, ContributorPhysician, polymath, innovator and provocateur-in-residence at...",2015-03-17
https://www.huffingtonpost.com/entry/college-is-much-more-than_b_6867962.html,College is Much More Than an End Game,EDUCATION,"I would argue that attending a top college is not worthwhile because of the brand name of the institution, but rather because of the resources and opportunities for high level scholarship, access to top professors, alumni networking and motivated classmates.","Dr. Michele Hernandez, ContributorCo-Founder, Top Tier Admissions",2015-03-16
https://www.huffingtonpost.com/entry/parents-as-chief-advocate_b_6867226.html,Parents as Chief Advocates,EDUCATION,"Dear Fellow Parents, Did you know that in addition to your responsibilities of Chief Caregiver, Chief Cheerleader and Chief Taxi driver, Chief Advocate is high on the list? If you have a child with special needs, you know exactly where I'm going with this.","Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-03-16
https://www.huffingtonpost.com/entry/12-things-teachers-think-_b_6876080.html,12 Things Teachers Think But Can't Always Say to Parents,EDUCATION,"Please know that both legally and ethically, there are times when I want to say something or agree with you but cannot for a multitude of reasons, usually pertaining to the privacy of another student. I will miss your child for the rest of my life, even if your child was incredibly difficult and made my days long and exhausting.","Matthew Dicks, ContributorAuthor",2015-03-16
https://www.huffingtonpost.com/entry/homage-to-my-teachers_b_6874000.html,Homage to My Teachers,EDUCATION,It is ironic that the Women's Rights Movement which has opened up the doors of opportunity for talented women to have a greater choice of vocation has had a negative effect on recruiting the most gifted among them for careers in education. The future course of education must be to make the profession as attractive as it has become in Finland.,"Joel Shatzky, ContributorEducation writer",2015-03-15
https://www.huffingtonpost.com/entry/first-job-blues-battles-a_b_6866626.html,First Job Blues: Battles and Lifelong Lessons,EDUCATION,"I work very well with others and have always easily got along with most people. Given my personality, I never thought being a waitress at a retirement community restaurant would pose such a difficult challenge.","Write for the Future, ContributorCollege Admissions Essay Program",2015-03-13
https://www.huffingtonpost.com/entry/what-i-learned-from-a-college-tour_b_6867224.html,What I Learned from a College Tour: Visiting Johns Hopkins University,EDUCATION,"Like most of us, I tend to assume however subconsciously that institutions I have passed through remain more or less preserved in time as in my own memory. I was surprised to see how much has changed since I graduated in 1988.","Frank H. Wu, ContributorDistinguished Professor, UC Hastings College of the Law",2015-03-13
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_6784866.html,The Global Search for Education: Being Global - A Global Competence Certificate,EDUCATION,"If we want to transform the K-12 education system to meet the needs and challenges of 21st-century citizenship and leadership, we need to ensure global learning is available for all.","C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-03-12
https://www.huffingtonpost.com/entry/an-interview-with-a-revol_b_6825766.html,"An Interview with a Revolutionary, Professor Peter McLaren",EDUCATION,"""My advice to teachers is to democratize access in your institutions so that working families from urban and rural sectors can attend, and give the poor the same chance to prepare for higher education as the rich since the goal of education is to create an egalitarian society.""","Creston Davis, ContributorFounding Director of The Global Center for Advanced Studies, P...",2015-03-08
https://www.huffingtonpost.com/entry/the-straw-that-broke-the-teachers-back_b_6822856.html,The Straw That Broke the Teacher's Back,EDUCATION,"Real education reform requires many voices, working on a variety of platforms, and a variety of issues. But the one voice that is consistently missing is the voice of educators. We can change that as a profession.","M. Shannon Hernandez, ContributorFounder of The Writing Whisperer, Author & Speaker, and World ...",2015-03-08
https://www.huffingtonpost.com/entry/selma50-voter-education-suppression-and-obligation_b_6826600.html,"#Selma50: Voter Education, Suppression and Obligation",EDUCATION,"Now is the time for us to speak out, join together and reclaim the promise of America. That starts by educating our students about the impact of the civil rights movement, acting collectively to achieve a renewal of the Voting Rights Act and redoubling our efforts to ensure all children grow up in safe communities with high-quality neighborhood public schools.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2015-03-08
https://www.huffingtonpost.com/entry/skills-for-social-progres_b_6826108.html,Skills for Social Progress: The Power of Social and Emotional Skills,EDUCATION,"Excellent schools make sure their students have access to the world's most advanced knowledge, they strengthen key skills such as creativity, critical thinking, collaboration and communication. But their main differentiator is that they also develop mindfulness, curiosity, courage, resilience and leadership.","Andreas Schleicher, ContributorSpecial Advisor on Education Policy, OECD",2015-03-08
https://www.huffingtonpost.com/entry/is-early-reading-a-problem_b_6822274.html,Is Early Reading a Problem?,EDUCATION,"Giving each child the earliest best possible shot at learning to read is an admirable and worthwhile goal, but demanding that each and every child meet a One Size Fits All standard is not, particularly when that standard has not taken into account the realities and varieties of early child development.","Peter Greene, ContributorTeacher and writer; blogger, curmudgucation.blogspot.com",2015-03-07
https://www.huffingtonpost.com/entry/a-terrible-test-for-kids-_b_6803318.html,Why Our Kids Don't Love School Anymore,EDUCATION,"Parents and students talked about the dramatic changes in curriculum and a flood of test prep in classes and homework.  Some spoke about the massive expenditures for technology and testing materials, as hands-on instructional time declined.","Michael Elliot, ContributorFilm Editor, Director at FluidNY and public school parent in B...",2015-03-06
https://www.huffingtonpost.com/entry/doctor-lawyer-camel-ranch_b_6803190.html,"Doctor, Lawyer, Camel Rancher: Helping Your Kids Discover Careers They Love",EDUCATION,"When you became a parent, you were entrusted with a squishy little bundle of brains, possibilities, and aspirations--and you committed to giving your offspring everything at your disposal and more.","Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-03-05
https://www.huffingtonpost.com/entry/good-habits-live-long_b_6804340.html,Good Habits Live Long,EDUCATION,"My identity and story are built on passions and habits. For example, something in my mind and body prevents me from falling asleep without reading the hard copy of the front page of The New York Times every night.","Write for the Future, ContributorCollege Admissions Essay Program",2015-03-05
https://www.huffingtonpost.com/entry/doing-it-yourself-from-in_b_6796310.html,Doing It Yourself: From Independent Learning Plans to Organizing Your Instructional Path,EDUCATION,,"GenDIY, ContributorGenDIY",2015-03-04
https://www.huffingtonpost.com/entry/restore-the-true-spirit-of-esea_b_6795256.html,Restore the True Spirit of ESEA,EDUCATION,Congress has the opportunity to invest in our nation's most valuable resource -- our youth. We need to write to our legislators to remind them of the original intent of ESEA and the need to ensure that our students get a world-class education that allows them to become contributing members of society.,"Diann Woodard, ContributorPresident, American Federation of School Administrators",2015-03-04
https://www.huffingtonpost.com/entry/hidden-in-plain-sight-stickers_b_6779088.html,Hidden in Plain Sight: Struck by the Street Art of Stickers. From the Streets to the Classroom,EDUCATION,"You might not have observed what is called ""street art stickers"" before, but once you do, you'll start seeing them everywhere.","Christine Henseler, ContributorHumanities Advocate and Professor of Spanish and Hispanic Stud...",2015-03-01
https://www.huffingtonpost.com/entry/suggestions-to-high-school-students-for-reading-_b_6776812.html,Suggestions to High-School Students for Reading Shakespeare -- Part 2,EDUCATION,"Reading is their sanctuary, their Holy of Holies, and when they are reading, they are on holy ground. Reading is their inspiration, their sacrament, their solace, their strength, and blessed are they who have discovered their bliss.","Frank Breslin, ContributorRetired high-school teacher",2015-03-01
https://www.huffingtonpost.com/entry/parent-involvement-in-sch_b_6755492.html,Parent Involvement in Schools Matters: A Teacher's Perspective,EDUCATION,"In the 11th and 12th grade, I had a student whose mother was in jail. He did not have much of a relationship with her. She had been incarcerated on and off for most of his life. One Friday afternoon, he told me she was going to be released. He had a car and planned to meet her after school across town.","Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-02-27
https://www.huffingtonpost.com/entry/of-teachers-and-education_b_6337410.html,Of Teachers and Educational Technology,EDUCATION,"With the digital revolution spreading its wings into all aspects of society, its inroads into academia are unavoidable. It is therefore essential that teachers be prepared both mentally and skill-wise in the use of technology in the classroom.","Suren Ramasubbu, ContributorCo-founder & CEO, Mobicip.com",2015-02-26
https://www.huffingtonpost.com/entry/learning-from-improvement_b_6764414.html,Learning From Improvement or Not,EDUCATION,"When I visited it was clear that a lot of things had spurred school improvement, but it had all started with a change in leadership. This is completely in line with all the best research -- school improvement almost always starts with a new principal.","Karin Chenoweth, ContributorWriter-in-residence at The Education Trust",2015-02-26
https://www.huffingtonpost.com/entry/five-questions-for-lavern_b_6738648.html,Five Questions for LaVerne Evans Srinivasan,EDUCATION,"LaVerne Evans Srinivasan, the new Vice President of Education Programs at Carnegie Corporation of New York, speaks with Deanna Lee, the Corporation's Chief Communications and Digital Strategies Officer, about finding inspiration and innovation.","Carnegie Corporation of New York, ContributorPhilanthropic foundation focused on Andrew Carnegie's prioriti...",2015-02-24
https://www.huffingtonpost.com/entry/truth-and-consequences_3_b_6712344.html,Truth and Consequences,EDUCATION,"Winston Churchill once defended democracy by calling it, ""The worst form of government, except for all those other forms that have been tried from time to time."" Perhaps the same can be said for test-based accountability.","Peter Cunningham, ContributorExecutive Director, Education Post; Former Assistant Secretary...",2015-02-23
https://www.huffingtonpost.com/entry/inheriting-the-greek-lang_b_6724230.html,Inheriting the Greek Language,EDUCATION,"The Greek language is truly a gift to the development of European civilization, and its culture has influenced many people extending beyond the borders of Europe.  Although many educated Europeans carried with them the love for the ancient Greek language and culture upon settling in the New World, not much was known about the Greek culture as a whole.","Yanna Darilis, ContributorMedia Executive, TV Host, Greek Travel Series Documentarist, F...",2015-02-23
https://www.huffingtonpost.com/entry/reflections-of-an-octogen_2_b_6723978.html,"Reflections of an Octogenarian IV: Whatever Happened to the Core in the Core Curriculum? Now You See It, and Now You Don't",EDUCATION,"Educators are still talking about a core curriculum, but nothing about its core. A few isolated voices call out for a ""national conversation about race,"" but, for the most part, it goes unheeded.","Larry Paros, ContributorWriter, educator, lecturer, filmmaker",2015-02-23
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_6728470.html,The Global Search for Education: Our Top 12 Global Teacher Blogs -- What Will Be the Most Significant Classroom Innovation in the Next 10 Years?,EDUCATION,"We liked their innovative ideas so much, we decided to invite these talented 12 back each month to answer one big picture question related to 21st century education.","C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-02-22
https://www.huffingtonpost.com/entry/no-child-left-in-isolatio_b_6710294.html,No Child Left in Isolation,EDUCATION,"If you want to close achievement gaps between poor students of color and their wealthier white counterparts, you must reduce the high levels of socioeconomic isolation in urban communities.","Randy Miller, ContributorTeacher & Author",2015-02-20
https://www.huffingtonpost.com/entry/the-elephant-in-the-schoo_b_6710430.html,The Elephant in the School Failure Debate,EDUCATION,"By all means we need high expectations in our schools. But with the spotlight on income gaps, it's time to draw in the missing parts of the picture. Poverty is real. We need action at the statehouse, not just the schoolhouse, to enable educators to succeed in spite of it.","Joan McRobbie, ContributorSenior Associate, National School Reform, Community Training a...",2015-02-20
https://www.huffingtonpost.com/entry/if-there-was-ever-a-child_b_6710132.html,If Ever There Was a Kid Born to Read,EDUCATION,We took our son to the bookstore constantly in the first four years of his life. What happened next was astounding.,"Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-02-20
https://www.huffingtonpost.com/entry/roald-dahl-the-bfg-and-the-measles_b_6708988.html,"Roald Dahl, The BFG and the Measles",EDUCATION,"If people are afraid -- and it is fear that underlies the refusal to vaccinate -- they don't need to be badgered or sneered at, they need to be reassured. And that reassurance comes best from someone they trust. If not Roald Dahl, perhaps an older person who might remember what it was like before vaccines.","Ann Reid, ContributorExecutive Director, National Center for Science Education",2015-02-19
https://www.huffingtonpost.com/entry/living-your-future-is-an_b_6709790.html,Living Your Future Is An Authentic Process,EDUCATION,,"GenDIY, ContributorGenDIY",2015-02-19
https://www.huffingtonpost.com/entry/the-best-class-i-have-tak_b_6682628.html,The Best Class I Have Taken,EDUCATION,"To spend more time with my two little girls and to learn something new together, I enrolled us in a Taekwondo dojang.","Tara Chklovski, ContributorFounder and CEO, Iridescent",2015-02-17
https://www.huffingtonpost.com/entry/speaking-of-measles-scott_b_6688188.html,"Speaking of Measles, Scott Walker's Vaccine Against Education",EDUCATION,"Given those kinds of positive results for Wisconsin, one could say that Walker has been rather pro-education. So, why has he suddenly decided to go on the offensive against education?","Mark Axelrod, ContributorProfessor of Comparative Literature, Chapman University",2015-02-17
https://www.huffingtonpost.com/entry/back-to-the-future_4_b_6688198.html,Back to the Future?,EDUCATION,"It is my strong belief that if we, as an educational community, are to succeed in taking full advantage of our ever-evolving ""21st century"" tools, we first need to commit ourselves to sharpening our understanding and usage of some ""20th century"" (or older) educational staples.","Naphtali Hoff, ContributorPresident, Impactful Coaching & Consulting",2015-02-17
https://www.huffingtonpost.com/entry/parents-share-your-story-_b_6681480.html,"Parents, Share Your Story: How Do You Empower Student Learning?",EDUCATION,"It has never been easier to learn. Formal and informal learning options abound. The opportunity set has never been greater. But, as opportunities and options explode, families are faced with unprecedented amounts of decisions related to education.","Smart Parents, ContributorA blog series for parents, by parents who are navigating educa...",2015-02-17
https://www.huffingtonpost.com/entry/martin-shore-and-berklee-_b_6689710.html,Martin Shore and Berklee City Music Join Forces With 'Take Me to the River' Educational Initiative,EDUCATION,"In honor of Black History Month last week at the Apollo, director and producer Martin Shore and legendary artists celebrated the launch of an educational mission to empower and educate students.","Michelle Edgar, ContributorEmpowering, inspiring, uniting kids through music",2015-02-17
https://www.huffingtonpost.com/entry/suggestions-to-high-school-students-for-reading-shakespeare-part-1_b_6694202.html,Suggestions to High School Students for Reading Shakespeare –- Part 1,EDUCATION,"All paths lead to the mountaintop, and every teacher of Shakespeare has his or her way of teaching his plays.  This is the first in a series of articles that explore one teacher's suggestions to high-school students for reading his plays. These articles are addressed to students, but teachers also may find them of interest, as may the general reader.","Frank Breslin, ContributorRetired high-school teacher",2015-02-16
https://www.huffingtonpost.com/entry/is-teach-for-america-beginning-to-lose_b_6689442.html,Is Teach for America Beginning to Lose Its Luster?,EDUCATION,"A recent article notes that the TFA program is ""suddenly having recruitment problems."" The article reveals that applications are down 10 percent, yet the demand for recruits from the program ""is extremely high,"" according to the co-chief executive of Teach for America.","Joel Shatzky, ContributorEducation writer",2015-02-16
https://www.huffingtonpost.com/entry/the-global-search-for-edu_b_6689152.html,The Global Search for Education: The Tech Report - From Australia,EDUCATION,"Technology has become further integrated into the daily operations of most Australian schools.
The entire teacher workforce can now collaborate nationally on innovations in practice that address the problems they encounter in implementing a new curriculum.","C. M. Rubin, ContributorBlogger and author, 'The Real Alice in Wonderland'",2015-02-16
https://www.huffingtonpost.com/entry/are-you-listening-to-your-kids_b_6693032.html,Are You Listening to Your Kids?,EDUCATION,"If you answered six or more of these questions, then you really understand your child and are an involved parent. If you do not know these answers, it is not too late to listen, talk and be a part of your child's life.","Barbara Levy, ContributorCo-Founder, Education Connection Advisors",2015-02-16
https://www.huffingtonpost.com/entry/leveling-the-playing-fiel_b_6687346.html,Leveling the Playing Field for Our Kids,EDUCATION,A high-quality public education can unlock our children's potential. It can bring communities together. It can ensure a top-notch workforce for our economy and an engaged citizenry for our democracy. We have an opportunity with the ESEA reauthorization to help reclaim the promise of public education.,"Randi Weingarten, ContributorPresident, American Federation of Teachers",2015-02-15
https://www.huffingtonpost.com/entry/the-chapel-hill-shooting-_b_6671648.html,The Chapel Hill Shooting: Why Our Lives Depend on Closing the Global Achievement Gap,EDUCATION,"Who is teaching kids problem-solving, or entrepreneurism, or how to collaborate and appreciate diversity? Tests don't really assess that.","Katie Mgongolwa, ContributorWriter, traveler, mother, and teacher",2015-02-13
https://www.huffingtonpost.com/entry/reality-risk-reward-is-us_b_6671542.html,"Reality, Risk & Reward: Is US Kids TV Ripe for Authenticity and Autonomy?",EDUCATION,"If we're going to wring our hands over whether today's kids are losing creativity, though, it only takes seeing the smiles and obvious pride on ""MasterChef Junior"" participants' faces to suggest that it's worth the attempt.","David Kleeman, ContributorStrategist, analyst, author and speaker",2015-02-13
https://www.huffingtonpost.com/entry/page2ferguson-blog-salon_b_6647120.html,Welcome to the PAGE2Ferguson Blog Salon,EDUCATION,"At this time of protest over systems of power, oppression, racism, and police brutality, Imagining America: Artists and Scholars in Public Life lifts up the voices of our graduate students in response to the #BlackLivesMatter movement.","Timothy K. Eatman and Scott J. Peters, Contributors",2015-02-11
https://www.huffingtonpost.com/entry/how-a-student-from-the-no_b_6646284.html,How a Student from the Non-College Track Became a Founder of Schools,EDUCATION,"We Americans believe in equality; therefore we believe each of us has a unique potential waiting to be realized. But only some of us excel in academics, just as some of us excel in athletics, performing arts, salesmanship and so on.","Joseph W. Gauld, ContributorFounder, Hyde Schools",2015-02-11
https://www.huffingtonpost.com/entry/an-informed-consumer-of-s_b_6647868.html,"An ""Informed Consumer"" of Students' Test Scores",EDUCATION,"The care we give to buying a vacuum cleaner is absent when we consider the test scores released to the news media by the states and local school districts. And, from those test scores the news media, politicians, and the general public reach simplistic conclusions about the effectiveness of public education.","Jack Jennings, ContributorJack Jennings is the author of Presidents, Congress, and the P...",2015-02-10
https://www.huffingtonpost.com/entry/learning-from-failure_b_6413320.html,Learning From Failure,EDUCATION,"Most innovations fail. And like NPR Planet Money's Adam Davidson explains, ""life span of innovations has never shorter, meaning that failure happens more quickly."" So it is not too soon to start to contemplate of the obituaries of the contemporary school reform movement.","John Thompson, ContributorAward-winning historian and inner-city teacher",2015-02-09
https://www.huffingtonpost.com/entry/a-better-way-to-spend-60-billion-expand-pell-grants_b_6564474.html,A Better Way to Spend $60 Billion? Expand Pell Grants,EDUCATION,Let's make an even greater investment in the Pell Grant program. And let's eradicate labor market inequalities that reward white high school dropouts with greater access to jobs than black graduates with a community college degree.,"Carolyn Ash, William A. Darity Jr., Alan A. Aja, and Darrick Hamilton, Contributors",2015-02-09
https://www.huffingtonpost.com/entry/unprecedented-opportuniti_b_6632494.html,Unprecedented Opportunities: Online Learning Explosion Empowers GenDIY,EDUCATION,"In January of 2013, I had no sooner finished speaking to a group of independent school leaders about how online and blended learning would impact their schools in the future, when one of the audience members rushed up to tell me why I was wrong.","GenDIY, ContributorGenDIY",2015-02-09
https://www.huffingtonpost.com/entry/all-children-are-not-the-same_b_6615796.html,All Children Are Not the Same: Common Core Standards Fail to Keep Child Development in Mind,EDUCATION,"To learn more about the the recent report, ""Reading Instruction in Kindergarten: Little to Gain and Much to Lose,"" from the Alliance for Childhood and Defending the Early Years Project, listen to this discussion with three exceptional early childhood professionals.","Rae Pica, ContributorEducation Consultant, Author, and Co-founder, BAM Radio Network",2015-02-05
https://www.huffingtonpost.com/entry/every-mom-dad-a-stem-ment_b_6372734.html,Every Mom and Dad a STEM Mentor,EDUCATION,,"Julie Kantor, ContributorPresident & CEO of Twomentor, LLC",2015-02-02
https://www.huffingtonpost.com/entry/progressive-labels-for-re_b_6586622.html,Progressive Labels for Regressive Practices: How Key Terms in Education Have Been Co-opted,EDUCATION,"A number of labels that originally signified progressive ideas continue to be (mis)appropriated, their radical potential drained away, with the result that they're now invoked by supporters of ""bunch o' facts"" teaching or a corporate-styled, standards-and-testing model of school reform.","Alfie Kohn, ContributorEducation expert",2015-02-02
